timestamp_ms,channel,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11
1771936189568,AF7,33.2031,69.8242,63.9648,20.0195,20.9961,48.3398,43.4570,30.7617,17.5781,35.6445,57.1289,36.6211
1771936189611,TP10,41.9922,23.4375,-28.3203,-6.8359,49.8047,41.0156,-9.7656,-2.4414,49.3164,76.1719,7.8125,-23.9258
1771936189611,AF8,15.6250,26.8555,37.1094,31.2500,17.0898,23.4375,46.8750,54.1992,38.5742,33.2031,48.3398,52.2461
1771936189612,TP9,62.0117,47.3633,2.9297,17.0898,64.4531,62.9883,7.8125,1.9531,53.7109,86.4258,30.2734,-8.3008
1771936189613,AF7,19.0430,35.6445,47.8516,46.8750,39.0625,35.1563,53.7109,55.1758,37.5977,41.0156,51.7578,55.1758
1771936189656,TP10,20.5078,53.2227,22.9492,-21.9727,10.7422,79.5898,42.9688,-25.3906,-18.0664,45.8984,56.1523,-5.8594
1771936189656,AF8,38.5742,20.5078,34.6680,53.2227,53.2227,34.6680,34.6680,50.7813,45.4102,30.7617,32.7148,48.8281
1771936189657,TP9,31.2500,77.1484,50.7813,0.0000,20.9961,92.2852,64.4531,-7.8125,-6.3477,52.7344,69.8242,19.5313
1771936189658,AF7,45.8984,23.9258,40.5273,55.1758,47.3633,33.2031,34.1797,43.9453,41.0156,28.3203,30.2734,50.2930
1771936189705,TP10,-20.0195,41.0156,76.6602,18.0664,-6.8359,42.9688,76.6602,26.3672,-23.4375,8.7891,75.1953,46.8750
1771936189705,AF8,49.8047,41.0156,37.5977,51.2695,63.9648,53.7109,25.8789,23.4375,36.1328,39.0625,31.2500,41.5039
1771936189705,TP9,1.4648,55.6641,86.9141,36.1328,9.7656,52.7344,93.2617,48.3398,6.3477,26.3672,80.5664,66.4063
1771936189716,AF7,46.8750,39.0625,30.7617,36.6211,58.5938,54.6875,36.6211,40.5273,45.4102,43.9453,30.2734,34.1797
1771936189762,TP10,-17.0898,7.3242,69.3359,59.5703,11.7188,11.7188,51.7578,79.5898,35.6445,-3.9063,23.4375,75.1953
1771936189762,AF8,63.9648,77.6367,41.9922,6.8359,34.6680,53.2227,40.0391,31.7383,44.4336,54.1992,45.8984,33.6914
1771936189763,TP9,9.2773,16.6016,68.8477,73.7305,28.3203,19.5313,59.5703,82.0313,47.8516,19.0430,44.4336,101.0742
1771936189764,AF7,53.2227,62.5000,44.9219,27.3438,41.9922,51.7578,38.5742,24.4141,45.4102,73.2422,57.6172,34.1797
1771936189806,TP10,42.4805,-17.0898,-6.3477,57.6172,59.0820,-0.4883,-8.7891,46.3867,67.8711,16.1133,-20.5078,41.0156
1771936189806,AF8,45.4102,48.3398,35.6445,20.0195,37.1094,63.4766,59.5703,22.9492,22.9492,54.1992,47.8516,47.3633
1771936189807,TP9,79.5898,21.4844,12.6953,61.5234,69.3359,19.5313,12.2070,53.7109,90.3320,52.2461,3.4180,46.8750
1771936189807,AF7,46.8750,49.8047,31.7383,18.5547,32.2266,58.1055,56.6406,26.3672,30.7617,53.7109,50.7813,47.8516
